code,transcript,region,nafa,natural_area,municipal_status,metropolin,religion,total_pop_2017,jews_and_others,jews,arabs,foundation_year,locality_shape,organizational_belong,coordinates,altitude,planning_comitee,juristiction,year,name,gov_map_link
112,KEFAR HASIDIM ALEF,3,31,311,12,222,1,861,0.9,0.8,,1924,310,19,2089873955,14,301,10004207,2017,Kefar Hasidim Alef,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=112
889,KEFAR HASIDIM BET,3,31,311,12,222,1,439,0.4,0.2,,1950,350,,2084973948,17,301,10004207,2017,Kefar Hasidim Bet,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=889
4004,KEFAR HARUV,2,29,294,71,,1,400,0.4,0.4,,1974,330,15,2624074092,311,219,10004579,2017,Kefar Haruv,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4004
673,KEFAR TRUMAN,4,43,432,25,142,1,877,0.9,0.9,,1949,310,1,1929765418,56,424,10002168,2017,Kefar Truman,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=673
507,KAFAR YASIF,2,24,245,99,,2,9867,,,9.8,,280,,2155976211,58,252,10004315,2017,Kafar Yasif,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=507
233,KEFAR YEDIDYA,4,41,411,16,141,1,743,0.7,0.7,,1935,310,1,1906569469,24,409,15000060,2017,Kefar Yedidya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=233
140,KEFAR YEHOSHUA,2,23,235,9,,1,1211,1.2,1.2,,1927,310,1,2145773196,47,254,10004411,2017,Kefar Yehoshua,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=140
168,KEFAR YONA,4,41,411,0,141,1,22537,22.5,22,,1932,160,,1937869133,42,457,15000060,2017,Kefar Yona,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=168
85,KEFAR YEHEZQEL,2,23,232,8,,1,1176,1.2,1.1,,1921,310,1,2340571922,5,204,10000911,2017,Kefar Yehezqel,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=85
170,KEFAR YA'BEZ,4,41,411,18,141,1,665,0.7,0.7,,1932,310,2,1969468679,49,412,15000060,2017,Kefar Ya'bez,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=170
508,KAFAR KAMA,2,22,222,99,,2,3284,,,3.3,,290,,2415873638,209,251,10004552,2017,Kafar Kama,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=508
509,KAFAR KANNA,2,25,237,99,,2,21967,,,21.9,,260,,2323773911,229,257,15002369,2017,Kafar Kanna,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=509
387,KEFAR MONASH,4,41,411,16,141,1,946,0.9,0.9,,1946,310,1,1923169488,17,409,15000060,2017,Kefar Monash,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=387
1095,KEFAR MAYMON,6,62,621,39,,1,346,0.3,0.3,,1959,310,2,1558959355,99,651,10001930,2017,Kefar Maymon,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1095
98,KEFAR MALAL,4,42,421,20,131,1,321,0.3,0.3,,1922,310,1,1901767499,63,417,10002133,2017,Kefar Malal,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=98
510,KAFAR MANDA,2,24,241,99,,2,19326,,,19.3,,270,,2247174613,179,261,10004513,2017,Kafar Manda,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=510
274,KEFAR MENAHEM,6,61,611,35,,1,1408,1.4,1.4,,1937,330,15,1842462639,110,632,10001821,2017,Kefar Menahem,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=274
297,KEFAR MASARYK,2,24,246,4,241,1,821,0.8,0.8,,1938,330,15,2097075506,4,201,10004315,2017,Kefar Masaryk,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=297
512,KAFAR MISR,2,25,233,66,,2,2688,,,2.7,,290,,2398672791,111,251,10000911,2017,Kafar Misr,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=512
764,KEFAR MORDEKHAY,4,44,441,32,143,1,659,0.7,0.7,,1950,310,10,1769463769,41,456,15002488,2017,Kefar Mordekhay,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=764
316,KEFAR NETTER,4,41,411,19,141,1,1236,1.2,1.2,,1939,310,10,1881168690,24,401,15000060,2017,Kefar Netter,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=316
345,KEFAR SZOLD,2,21,211,1,,1,616,0.6,0.6,,1942,330,15,2617578900,122,253,10004591,2017,Kefar Szold,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=345
6900,KEFAR SAVA,4,42,421,0,131,1,100039,99.9,96.3,,1903,140,,1919367644,52,405,10002133,2017,Kefar Sava,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=6900
107,KEFAR SILVER,6,61,614,36,,1,289,0.3,0.2,,1957,340,,1632562022,55,633,10001821,2017,Kefar Silver,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=107
249,KEFAR SIRKIN,4,42,422,20,142,1,1433,1.4,1.4,,1936,310,,1930066489,41,417,10002116,2017,Kefar Sirkin,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=249
875,KEFAR AVODA,4,41,411,18,141,1,240,0.2,0.2,,1942,340,,1946168478,70,412,15000060,2017,Kefar Avoda,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=875
845,KEFAR AZZA,6,61,614,37,,1,712,0.7,0.7,,1951,330,15,1555559925,89,651,10001829,2017,Kefar Azza,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=845
3488,KEFAR EZYON,7,76,,76,445,1,1145,1.1,1.1,,1967,330,3,2110361745,934,714,15000586,2017,Kefar Ezyon,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3488
189,KEFAR PINES,3,32,324,14,,1,1037,1,1,,1933,310,2,2004671000,60,351,10004261,2017,Kefar Pines,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=189
634,KAFAR QASEM,4,42,422,0,142,2,22743,,,22.7,,260,,1976966909,81,451,10002155,2017,Kafar Qasem,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=634
388,KEFAR KISCH,2,22,222,3,,1,564,0.6,0.6,,1946,310,1,2424073029,86,206,10000911,2017,Kefar Kisch,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=388
654,KAFAR QARA,3,32,323,99,,2,18313,,,18.3,,270,,2050971240,109,354,10004233,2017,Kafar Qara,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=654
579,KEFAR ROSH HANIQRA,2,24,245,4,,1,1354,1.4,1.3,,1949,330,15,2109877677,33,201,10004302,2017,Kefar Rosh HaNiqra,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=579
1130,KEFAR ROZENWALD(ZARIT),2,24,244,52,,1,264,0.3,0.3,,1967,310,1,2272977831,618,255,10004302,2017,Kefar Rozenwald(Zarit),http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1130
295,KEFAR RUPPIN,2,23,231,7,,1,442,0.4,0.4,,1938,330,15,2525770713,-247,202,10004568,2017,Kefar Ruppin,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=295
1166,KEFAR RUT,4,43,431,25,142,1,226,0.2,0.2,,1977,310,1,2030464639,286,424,10002277,2017,Kefar Rut,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1166
605,KEFAR SHAMMAY,2,21,212,2,,1,502,0.5,0.5,,1949,310,2,2430876244,634,209,10004528,2017,Kefar Shammay,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=605
743,KEFAR SHEMU'EL,4,43,432,30,143,1,895,0.9,0.9,,1950,310,6,1937164417,107,426,10002228,2017,Kefar Shemu'el,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=743
267,KEFAR SHEMARYAHU,5,51,511,99,121,1,1872,1.9,1.8,,1937,350,,1833067703,31,504,10001605,2017,Kefar Shemaryahu,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=267
47,KEFAR TAVOR,2,22,222,99,,1,4099,4.1,4,,1901,190,,2397173250,102,251,10000911,2017,Kefar Tavor,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=47
3572,KEFAR TAPPUAH,7,73,,72,,1,1166,1.2,1.2,,1978,370,2,2237366944,653,710,10003262,2017,Kefar Tappuah,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3572
1285,KARKOM,2,22,221,55,,1,529,0.5,0.5,,1988,370,13,2571975949,96,253,10004540,2017,Karkom,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1285
664,KEREM BEN ZIMRA,2,21,212,2,,1,481,0.5,0.5,,1949,310,2,2440477148,822,209,10004528,2017,Kerem Ben Zimra,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=664
88,KEREM BEN SHEMEN,4,43,432,25,142,1,89,0.1,0.1,,1958,350,,1938065173,80,424,10002261,2017,Kerem Ben Shemen ,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=88
1094,KEREM YAVNE(YESHIVA),4,44,441,29,143,1,499,0.5,0.5,,1963,340,,1738163628,50,456,10001821,2017,Kerem Yavne(Yeshiva),http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1094
580,KEREM MAHARAL,3,32,322,15,243,1,746,0.7,0.7,,1949,310,1,1993872799,93,303,10004333,2017,Kerem Maharal ,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=580
1085,KEREM SHALOM,6,62,622,38,,1,105,0.1,0.1,,1956,330,15,1317857105,87,651,10001893,2017,Kerem Shalom,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1085
1264,KARME YOSEF,4,43,432,30,143,1,1707,1.7,1.7,,1984,350,,1925563946,222,426,10002228,2017,Karme Yosef,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1264
3766,KARME ZUR,7,77,,76,,1,1037,1,1,,1984,370,2,2096161296,943,714,15000586,2017,Karme Zur,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3766
1374,KARME KATIF,6,61,612,50,,1,151,0.2,0.2,,2016,370,,1917960490,,634,10001813,2017,Karme Katif,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1374
1139,KARMI'EL,2,24,242,0,,1,45919,44.5,37.5,,1964,160,,2276275736,270,208,10004465,2017,Karmi'el,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1139
768,KARMIYYA,6,61,614,36,,1,631,0.6,0.6,,1950,330,15,1565861272,29,633,10001829,2017,Karmiyya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=768
1198,KERAMIM,6,62,623,41,341,1,466,0.5,0.5,,1980,330,15,1921858239,402,625,10001937,2017,Keramim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1198
3656,KARMEL,7,77,,78,,1,422,0.4,0.4,,1981,320,11,2173959328,730,715,10003228,2017,Karmel,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3656
1207,LAVON,2,24,243,56,,1,696,0.7,0.7,,1980,350,,2271976075,554,205,15002358,2017,Lavon,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1207
585,LAVI,2,22,222,3,,1,620,0.6,0.6,,1949,330,3,2417174366,299,206,10004552,2017,Lavi,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=585
1230,LIVNIM,2,22,221,2,,1,421,0.4,0.4,,1982,310,1,2466175214,-53,209,10004552,2017,Livnim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1230
2023,LAHAV,6,62,623,41,341,1,520,0.5,0.5,,1952,330,15,1875358757,455,625,10001937,2017,Lahav ,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2023
380,LAHAVOT HABASHAN,2,21,211,1,,1,869,0.9,0.8,,1945,330,15,2607878299,88,253,10004591,2017,Lahavot HaBashan ,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=380
715,LAHAVOT HAVIVA,3,32,324,14,,1,1007,1,1,,1949,330,15,2010970013,42,351,15002436,2017,Lahavot Haviva,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=715
1271,LEHAVIM,6,62,623,99,341,1,6392,6.2,6.1,,1985,180,,1822458650,310,619,10001946,2017,Lehavim ,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1271
7000,LOD,4,43,432,0,133,4,74604,52,46.1,22.6,1948,150,,1895465097,57,406,10002261,2017,Lod,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=7000
52,LUZIT,1,11,112,26,,1,723,0.7,0.7,,1955,310,1,1893262158,189,151,15000597,2017,Luzit,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=52
595,LOHAME HAGETA'OT,2,24,245,4,241,1,661,0.7,0.7,,1949,330,15,2094776315,17,201,10004302,2017,Lohame HaGeta'ot ,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=595
1171,LOTEM,2,24,242,56,,1,747,0.7,0.7,,1978,330,15,2338475416,315,205,10004513,2017,Lotem,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1171
1255,LOTAN,6,62,625,53,,1,208,0.2,0.2,,1983,330,15,2081943320,127,608,10001955,2017,Lotan,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1255
674,LIMAN,2,24,245,4,241,1,723,0.7,0.7,,1949,310,1,2108977386,15,201,10004302,2017,Liman ,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=674
24,LAKHISH,6,61,612,50,,1,731,0.7,0.7,,1955,310,1,1850660773,247,634,10001813,2017,Lakhish,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=24
1310,LAPPID,4,43,431,25,142,1,2485,2.5,2.5,,1996,190,,2032064717,268,424,10002277,2017,Lappid,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1310
1173,LAPPIDOT,2,24,243,52,,1,123,0.1,0.1,,1978,310,1,2248276267,471,255,10004484,2017,Lappidot,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1173
1060,LAQYE,6,62,623,99,341,2,12857,,,12.9,,270,,1873558141,396,652,10001937,2017,Laqye,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1060
2055,MA'OR,3,32,324,14,,1,1291,1.3,1.3,,1953,310,1,2007970341,32,351,15002436,2017,Ma'or,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2055
102,ME'IR SHEFEYA,3,32,322,15,,1,304,0.3,0.2,,1923,340,,1975772192,106,303,10004333,2017,Me'ir Shefeya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=102
771,MEVO BETAR,1,11,111,26,444,1,944,0.9,0.9,,1950,320,9,2101162547,752,151,15000597,2017,Mevo Betar,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=771
3569,MEVO DOTAN,7,71,,72,,1,393,0.4,0.4,,1978,370,11,2166670298,329,710,10003262,2017,Mevo Dotan,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3569
3709,MEVO HORON,7,74,,73,,1,2589,2.6,2.6,,1970,192,,2034763956,249,711,10003299,2017,Mevo Horon ,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3709
4204,MEVO HAMMA,2,29,294,71,,1,398,0.4,0.4,,1968,330,15,2616873804,350,219,10004579,2017,Mevo Hamma,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4204
1141,MEVO MODI'IM,4,43,431,25,142,1,246,0.2,0.2,,1964,370,8,1989164897,210,424,10002277,2017,Mevo Modi'im,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1141
1318,MEVO'OT YAM,4,41,411,16,141,1,439,0.4,0.4,,1954,340,,1878270108,3,409,15000060,2017,Mevo'ot Yam ,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1318
1080,MABBU'IM,6,62,621,42,,1,1218,1.2,1.2,,1958,350,,1671959544,170,651,10001930,2017,Mabbu'im ,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1080
829,MIVTAHIM,6,62,622,38,,1,427,0.4,0.4,,1950,310,1,1435757236,130,651,10001893,2017,Mivtahim ,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=829
573,MAVQI'IM,6,61,614,36,,1,445,0.4,0.4,,1949,310,6,1599161459,57,633,10001829,2017,Mavqi'im,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=573
1015,MEVASSERET ZIYYON,1,11,111,99,444,1,24445,24.3,23.6,,1951,160,,2144363412,717,152,10002475,2017,Mevasseret Ziyyon,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1015
516,MAJD AL-KURUM,2,24,242,99,,2,15066,,,15,,270,,2241475846,242,260,15002358,2017,Majd al-Kurum,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=516
4201,MAJDAL SHAMS,2,29,291,99,,2,10930,,,10.9,,270,,2721779660,1230,256,10004579,2017,Majdal Shams,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4201
481,MUGHAR,2,22,222,99,,2,22261,,,22.2,,260,,2388975471,148,251,10004552,2017,Mughar,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=481
689,MEGADIM,3,32,321,15,223,1,1311,1.3,1.3,,1949,310,1,1964273727,15,303,10004710,2017,Megadim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=689
65,MIGDAL,2,22,221,99,,1,1887,1.8,1.8,,1910,350,,2475774923,-85,251,10004552,2017,Migdal ,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=65
874,MIGDAL HAEMEQ,2,23,237,0,,1,25371,25.4,22.8,,1952,160,,2230973151,212,221,10004411,2017,Migdal HaEmeq,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=874
3561,MIGDAL OZ,7,76,,76,445,1,605,0.6,0.6,,1977,330,3,2135961641,939,714,15000586,2017,Migdal Oz,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3561
1722, ,2,24,243,99,,,,,,,,520,,2261576449,,255,10004484,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1722
3751,MIGDALIM,7,72,,72,,1,335,0.3,0.3,,1983,370,11,2324566631,779,710,10003262,2017,Migdalim ,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3751
586,MEGIDDO,2,23,234,13,,1,847,0.8,0.8,,1949,330,15,2171172064,154,254,10000911,2017,Megiddo,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=586
375,MAGGAL,3,32,324,14,,1,1103,1.1,1.1,,1953,330,15,2033769910,72,351,15002436,2017,Maggal ,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=375
695,MAGEN,6,62,622,38,,1,542,0.5,0.5,,1949,330,15,1454357893,119,651,10001893,2017,Magen ,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=695
1155,MAGEN SHA'UL,2,23,234,8,,1,670,0.7,0.5,,1976,310,1,2291471412,82,204,10000911,2017,Magen Sha'ul ,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1155
722,MAGSHIMIM,4,42,422,20,132,1,1086,1.1,1.1,,1949,310,10,1906066152,50,417,10002116,2017,Magshimim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=722
2029,MIDRAKH OZ,2,23,234,13,,1,745,0.7,0.7,,1952,310,1,2151572230,128,254,10000911,2017,Midrakh Oz,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2029
1140,MIDRESHET BEN GURION,6,62,626,48,,1,1915,1.9,1.8,,1965,350,,1790952918,473,620,10001918,2017,Midreshet Ben Gurion,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1140
897,MIDRESHET RUPPIN,4,41,411,16,141,1,417,0.3,0.3,,1948,340,,1919269429,25,409,15000060,2017,Midreshet Ruppin ,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=897
1200,MODI'IN-MAKKABBIM-RE'UT,4,43,431,0,142,1,91328,91.3,89.5,,1986,150,,2012964476,209,420,10002277,2017,Modi'in-Makkabbim-Re'ut,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1200
3797,MODI'IN ILLIT,7,74,,0,,1,70081,70.1,70.1,,1996,150,,2042664879,283,730,10003299,2017,Modi'in Illit,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3797
269,MOLEDET,2,23,233,8,,1,1048,1,1,,1937,320,1,2416272137,63,204,10000911,2017,Moledet,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=269
208,MOZA ILLIT,1,11,111,26,444,1,1107,1.1,1.1,,1933,350,,2150363345,637,151,10002475,2017,Moza Illit,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=208
635,MUQEIBLE,2,23,234,8,,2,3915,,,3.9,,290,,2280771334,88,204,10000911,2017,Muqeible,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=635
1163,MORAN,2,24,242,56,,1,456,0.5,0.4,,1977,330,15,2371675853,326,205,10004465,2017,Moran ,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1163
1178,MORESHET,2,24,241,56,241,1,1438,1.4,1.4,,1981,370,11,2221774795,310,205,10004513,2017,Moreshet,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1178
606,MAZOR,4,42,422,25,142,1,1329,1.3,1.3,,1949,310,1,1931066207,54,424,10002116,2017,Mazor,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=606
28,MAZKERET BATYA,4,44,441,99,143,1,14159,14.2,14,,1883,170,,1852763993,62,453,10002241,2017,Mazkeret Batya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=28
1879,,4,41,412,16,,,,,,,,530,,2001069530,,,,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1879
1880,,4,41,412,18,,,,,,,,530,,2002068950,,,,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1880
104,MIZRA,2,23,234,9,,1,717,0.7,0.7,,1923,330,15,2271472850,99,254,10000911,2017,Mizra,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=104
517,MAZRA'A,2,24,245,99,241,2,3777,,,3.8,,290,,2095476542,15,201,10004302,2017,Mazra'a,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=517
3599,MEHOLA,7,75,,75,,1,537,0.5,0.5,,1968,310,2,2486669693,-177,712,10003262,2017,Mehola,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3599
1411,MAHANE HILLA,4,44,442,27,143,,,,,,,510,,1710064600,,499,15002488,2017,Mahane Hilla,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1411
1418,MAHANE TALI,6,62,626,48,,,,,,,,510,,1680051800,,699,10001918,2017,Mahane Tali,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1418
1413,MAHANE YEHUDIT,2,23,234,9,,,,,,,,510,,2170073000,,299,10004411,2017,Mahane Yehudit,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1413
1416,MAHANE YOKHEVED,6,62,627,53,,,,,,,,510,,1930042700,,699,10001955,2017,Mahane Yokheved,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1416
1415,MAHANE YAFA,6,62,622,42,,,,,,,,510,,1690057000,,699,10001900,2017,Mahane Yafa,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1415
1196,MAHANE YATTIR,6,62,623,,,1,225,0.2,0.2,,1979,350,,2057258396,653,699,10001937,2017,Mahane Yattir,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1196
1414,MAHANE MIRYAM,6,61,611,33,,,,,,,,510,,1740062900,,699,10001821,2017,Mahane Miryam,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1414
1417,MAHANE ADI,6,62,623,,,,,,,,,510,,2030056900,,699,10001937,2017,Mahane Adi,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1417
1412,MAHANE TEL NOF,4,44,441,28,143,,,,,,,510,,1830063800,,499,15002488,2017,Mahane Tel Nof,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1412
308,MAHANAYIM,2,21,213,1,,1,739,0.7,0.7,,1939,330,15,2536376606,264,253,10004540,2017,Mahanayim ,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=308
776,MAHSEYA,1,11,112,26,444,1,452,0.5,0.4,,1950,310,2,2007762837,251,151,15000597,2017,Mahseya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=776
43,METULA,2,21,211,99,,1,1607,1.6,1.5,,1896,350,,2541579817,442,259,10004591,2017,Metula,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=43
822,MATTA,1,11,111,26,444,1,880,0.9,0.9,,1950,310,1,2059662505,607,151,15000597,2017,Matta,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=822
1128,ME AMMI,3,32,323,14,,1,353,0.4,0.3,,1963,320,6,2141671229,463,351,10004249,2017,Me Ammi,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1128
2054,METAV,2,23,234,8,,1,468,0.5,0.5,,1954,310,1,2285071685,72,204,10000911,2017,Metav,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2054
649,MEISER,3,32,323,14,,2,1945,,,1.9,,450,,2041670564,57,351,15002436,2017,Meiser,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=649
4019,MEZAR,2,29,294,71,,1,266,0.3,0.3,,1981,310,15,2692674150,359,219,10004579,2017,Mezar,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4019
1282,MERAV,2,23,231,7,,1,700,0.7,0.7,,1987,330,3,2399170654,395,202,10004568,2017,Merav,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1282
607,MERON,2,21,212,2,,1,938,0.9,0.9,,1949,310,2,2414776580,693,209,10004528,2017,Meron,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=607
731,MESHAR,4,44,441,32,143,1,834,0.8,0.8,,1950,310,10,1768463626,52,456,15002488,2017,Meshar,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=731
1268,METAR,6,62,623,99,342,1,7749,7.6,7.6,,1984,180,,1940858164,457,615,10001937,2017,Metar,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1268
3614,MEKHORA,7,75,,75,,1,136,0.1,0.1,,1973,310,10,2401067463,211,712,10003262,2017,Mekhora,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3614
1343,MAKCHUL,6,62,623,69,,2,490,,,0.5,,450,,2063657760,533,624,10001937,2017,Makchul,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1343
